Time,Probs
0 days 00:00:00.000000000,0.0
0 days 00:03:00.000000000,0.0
0 days 00:06:00.000000000,0.0
0 days 00:09:00.000000000,0.0
0 days 00:12:00.000000000,0.0
0 days 00:15:00.000000000,0.0
0 days 00:18:00.000000000,0.0
0 days 00:21:00.000000000,0.0
0 days 00:24:00.000000000,0.0
0 days 00:27:00.000000000,0.0
0 days 00:30:00.000000000,0.0
0 days 00:33:00.000000000,0.0
0 days 00:36:00.000000000,0.0
0 days 00:39:00.000000000,0.0
0 days 00:42:00.000000000,0.0
0 days 00:45:00.000000000,0.0
0 days 00:48:00.000000000,0.0
0 days 00:51:00.000000000,0.0
0 days 00:54:00.000000000,0.0
0 days 00:57:00.000000000,0.0
0 days 01:00:00.000000000,0.0
0 days 01:03:00.000000000,0.0
0 days 01:06:00.000000000,0.0
0 days 01:09:00.000000000,0.0
0 days 01:12:00.000000000,0.0
0 days 01:15:00.000000000,0.0
0 days 01:18:00.000000000,0.0
0 days 01:21:00.000000000,0.0
0 days 01:24:00.000000000,0.0
0 days 01:27:00.000000000,0.0
0 days 01:30:00.000000000,0.0
0 days 01:33:00.000000000,0.0
0 days 01:36:00.000000000,0.0
0 days 01:39:00.000000000,0.0
0 days 01:42:00.000000000,0.0
0 days 01:45:00.000000000,0.0
0 days 01:48:00.000000000,0.0
0 days 01:51:00.000000000,0.0
0 days 01:54:00.000000000,0.0
0 days 01:57:00.000000000,0.0
0 days 02:00:00.000000000,0.0
0 days 02:03:00.000000000,0.0
0 days 02:06:00.000000000,0.0
0 days 02:09:00.000000000,0.0
0 days 02:12:00.000000000,0.0
0 days 02:15:00.000000000,0.0
0 days 02:18:00.000000000,0.0
0 days 02:21:00.000000000,0.0
0 days 02:24:00.000000000,0.0
0 days 02:27:00.000000000,0.0
0 days 02:30:00.000000000,0.0
0 days 02:33:00.000000000,0.0
0 days 02:36:00.000000000,0.0
0 days 02:39:00.000000000,0.0
0 days 02:42:00.000000000,0.0
0 days 02:45:00.000000000,0.0
0 days 02:48:00.000000000,0.0
0 days 02:51:00.000000000,0.0
0 days 02:54:00.000000000,0.0
0 days 02:57:00.000000000,0.0
0 days 03:00:00.000000000,0.0
0 days 03:03:00.000000000,0.0
0 days 03:06:00.000000000,0.0
0 days 03:09:00.000000000,0.0
0 days 03:12:00.000000000,0.0
0 days 03:15:00.000000000,0.0
0 days 03:18:00.000000000,0.0
0 days 03:21:00.000000000,0.0
0 days 03:24:00.000000000,0.0
0 days 03:27:00.000000000,0.0
0 days 03:30:00.000000000,0.0
0 days 03:33:00.000000000,0.0
0 days 03:36:00.000000000,0.0
0 days 03:39:00.000000000,0.0
0 days 03:42:00.000000000,0.0
0 days 03:45:00.000000000,0.0
0 days 03:48:00.000000000,0.0
0 days 03:51:00.000000000,0.0
0 days 03:54:00.000000000,0.0
0 days 03:57:00.000000000,0.0
0 days 04:00:00.000000000,0.0
0 days 04:03:00.000000000,0.0
0 days 04:06:00.000000000,0.0
0 days 04:09:00.000000000,0.0
0 days 04:12:00.000000000,0.0
0 days 04:15:00.000000000,0.0
0 days 04:18:00.000000000,0.0
0 days 04:21:00.000000000,0.0
0 days 04:24:00.000000000,0.0
0 days 04:27:00.000000000,0.0
0 days 04:30:00.000000000,0.0
0 days 04:33:00.000000000,0.0
0 days 04:36:00.000000000,0.0
0 days 04:39:00.000000000,0.0
0 days 04:42:00.000000000,0.0
0 days 04:45:00.000000000,0.0
0 days 04:48:00.000000000,0.0
0 days 04:51:00.000000000,0.0
0 days 04:54:00.000000000,0.0
0 days 04:57:00.000000000,0.0
0 days 05:00:00.000000000,0.0
0 days 05:03:00.000000000,0.0
0 days 05:06:00.000000000,0.0
0 days 05:09:00.000000000,0.0
0 days 05:12:00.000000000,0.0
0 days 05:15:00.000000000,0.0
0 days 05:18:00.000000000,0.0
0 days 05:21:00.000000000,0.0
0 days 05:24:00.000000000,0.0
0 days 05:27:00.000000000,0.0
0 days 05:30:00.000000000,0.0
0 days 05:33:00.000000000,0.0
0 days 05:36:00.000000000,0.0
0 days 05:39:00.000000000,0.0
0 days 05:42:00.000000000,0.0
0 days 05:45:00.000000000,0.0
0 days 05:48:00.000000000,0.0
0 days 05:51:00.000000000,0.0
0 days 05:54:00.000000000,0.0
0 days 05:57:00.000000000,0.0
0 days 06:00:00.000000000,0.0
0 days 06:03:00.000000000,0.0
0 days 06:06:00.000000000,0.00980392156862745
0 days 06:09:00.000000000,0.00980392156862745
0 days 06:12:00.000000000,0.00980392156862745
0 days 06:15:00.000000000,0.0196078431372549
0 days 06:18:00.000000000,0.0
0 days 06:21:00.000000000,0.0
0 days 06:24:00.000000000,0.00980392156862745
0 days 06:27:00.000000000,0.00980392156862745
0 days 06:30:00.000000000,0.00980392156862745
0 days 06:33:00.000000000,0.0
0 days 06:36:00.000000000,0.0
0 days 06:39:00.000000000,0.00980392156862745
0 days 06:42:00.000000000,0.0
0 days 06:45:00.000000000,0.0
0 days 06:48:00.000000000,0.00980392156862745
0 days 06:51:00.000000000,0.0
0 days 06:54:00.000000000,0.0
0 days 06:57:00.000000000,0.0196078431372549
0 days 07:00:00.000000000,0.0196078431372549
0 days 07:03:00.000000000,0.0
0 days 07:06:00.000000000,0.0
0 days 07:09:00.000000000,0.0
0 days 07:12:00.000000000,0.00980392156862745
0 days 07:15:00.000000000,0.00980392156862745
0 days 07:18:00.000000000,0.0
0 days 07:21:00.000000000,0.0
0 days 07:24:00.000000000,0.0
0 days 07:27:00.000000000,0.0
0 days 07:30:00.000000000,0.0
0 days 07:33:00.000000000,0.0
0 days 07:36:00.000000000,0.0
0 days 07:39:00.000000000,0.00980392156862745
0 days 07:42:00.000000000,0.00980392156862745
0 days 07:45:00.000000000,0.0
0 days 07:48:00.000000000,0.0
0 days 07:51:00.000000000,0.0
0 days 07:54:00.000000000,0.0
0 days 07:57:00.000000000,0.0
0 days 08:00:00.000000000,0.0
0 days 08:03:00.000000000,0.0
0 days 08:06:00.000000000,0.0
