Time,Probs
0:00:00,0.0
0:03:00,0.0
0:06:00,0.0
0:09:00,0.0
0:12:00,0.0
0:15:00,0.0
0:18:00,0.0
0:21:00,0.0
0:24:00,0.0
0:27:00,0.0
0:30:00,0.0
0:33:00,0.0
0:36:00,0.0
0:39:00,0.0
0:42:00,0.0
0:45:00,0.0
0:48:00,0.0
0:51:00,0.0
0:54:00,0.0
0:57:00,0.0
1:00:00,0.00980392156862745
1:03:00,0.0392156862745098
1:06:00,0.06862745098039216
1:09:00,0.0196078431372549
1:12:00,0.0784313725490196
1:15:00,0.0196078431372549
1:18:00,0.0196078431372549
1:21:00,0.029411764705882353
1:24:00,0.0
1:27:00,0.0392156862745098
1:30:00,0.0196078431372549
1:33:00,0.0
1:36:00,0.00980392156862745
1:39:00,0.029411764705882353
1:42:00,0.0
1:45:00,0.00980392156862745
1:48:00,0.0
1:51:00,0.0196078431372549
1:54:00,0.0
1:57:00,0.00980392156862745
2:00:00,0.00980392156862745
2:03:00,0.0
2:06:00,0.00980392156862745
2:09:00,0.00980392156862745
2:12:00,0.0
2:15:00,0.00980392156862745
2:18:00,0.00980392156862745
2:21:00,0.00980392156862745
2:24:00,0.00980392156862745
2:27:00,0.00980392156862745
2:30:00,0.0
2:33:00,0.0
2:36:00,0.0
2:39:00,0.029411764705882353
2:42:00,0.00980392156862745
2:45:00,0.00980392156862745
2:48:00,0.00980392156862745
2:51:00,0.00980392156862745
2:54:00,0.00980392156862745
2:57:00,0.0
3:00:00,0.0
3:03:00,0.00980392156862745
3:06:00,0.0196078431372549
3:09:00,0.00980392156862745
3:12:00,0.0
3:15:00,0.0
3:18:00,0.0
3:21:00,0.0
3:24:00,0.0
3:27:00,0.00980392156862745
3:30:00,0.0
3:33:00,0.0
3:36:00,0.00980392156862745
3:39:00,0.0
3:42:00,0.00980392156862745
3:45:00,0.0
3:48:00,0.0
3:51:00,0.00980392156862745
3:54:00,0.00980392156862745
3:57:00,0.0
4:00:00,0.0
4:03:00,0.00980392156862745
4:06:00,0.0
4:09:00,0.0
4:12:00,0.0
4:15:00,0.0
4:18:00,0.0
4:21:00,0.00980392156862745
4:24:00,0.0
4:27:00,0.00980392156862745
4:30:00,0.0
4:33:00,0.0
4:36:00,0.0
4:39:00,0.0
4:42:00,0.0
4:45:00,0.0
4:48:00,0.0
4:51:00,0.0
4:54:00,0.0
4:57:00,0.0
5:00:00,0.0
5:03:00,0.00980392156862745
5:06:00,0.0
5:09:00,0.0
5:12:00,0.0
5:15:00,0.00980392156862745
5:18:00,0.0
5:21:00,0.0
5:24:00,0.0
5:27:00,0.00980392156862745
5:30:00,0.0
5:33:00,0.0
5:36:00,0.00980392156862745
5:39:00,0.0
5:42:00,0.00980392156862745
5:45:00,0.00980392156862745
5:48:00,0.0
5:51:00,0.0
5:54:00,0.0
5:57:00,0.0
6:00:00,0.00980392156862745
6:03:00,0.0
6:06:00,0.0
6:09:00,0.0
6:12:00,0.0
6:15:00,0.0
6:18:00,0.0
