Time,Probs
0 days 00:00:00.000000000,0.0
0 days 00:30:00.000000000,0.0
0 days 01:00:00.000000000,0.0
0 days 01:30:00.000000000,0.0
0 days 02:00:00.000000000,0.0
0 days 02:30:00.000000000,0.0
0 days 03:00:00.000000000,0.0
0 days 03:30:00.000000000,0.0
0 days 04:00:00.000000000,0.0
0 days 04:30:00.000000000,0.0
0 days 05:00:00.000000000,0.0
0 days 05:30:00.000000000,0.0
0 days 06:00:00.000000000,0.0
0 days 06:30:00.000000000,0.07920792079207921
0 days 07:00:00.000000000,0.0594059405940594
0 days 07:30:00.000000000,0.019801980198019802
0 days 08:00:00.000000000,0.019801980198019802
0 days 08:30:00.000000000,0.009900990099009901
0 days 09:00:00.000000000,0.009900990099009901
0 days 09:30:00.000000000,0.0297029702970297
0 days 10:00:00.000000000,0.0
0 days 10:30:00.000000000,0.019801980198019802
0 days 11:00:00.000000000,0.019801980198019802
0 days 11:30:00.000000000,0.04950495049504951
0 days 12:00:00.000000000,0.039603960396039604
0 days 12:30:00.000000000,0.0297029702970297
0 days 13:00:00.000000000,0.0297029702970297
0 days 13:30:00.000000000,0.0297029702970297
0 days 14:00:00.000000000,0.009900990099009901
0 days 14:30:00.000000000,0.009900990099009901
0 days 15:00:00.000000000,0.019801980198019802
0 days 15:30:00.000000000,0.0297029702970297
0 days 16:00:00.000000000,0.0297029702970297
0 days 16:30:00.000000000,0.009900990099009901
0 days 17:00:00.000000000,0.019801980198019802
0 days 17:30:00.000000000,0.009900990099009901
0 days 18:00:00.000000000,0.019801980198019802
0 days 18:30:00.000000000,0.06930693069306931
0 days 19:00:00.000000000,0.019801980198019802
0 days 19:30:00.000000000,0.04950495049504951
0 days 20:00:00.000000000,0.04950495049504951
0 days 20:30:00.000000000,0.0891089108910891
0 days 21:00:00.000000000,0.0
0 days 21:30:00.000000000,0.039603960396039604
0 days 22:00:00.000000000,0.019801980198019802
0 days 22:30:00.000000000,0.039603960396039604
0 days 23:00:00.000000000,0.019801980198019802
0 days 23:30:00.000000000,0.0
