Time,Probs
0 days 00:00:00.000000000,0.0
0 days 00:06:00.000000000,0.0
0 days 00:12:00.000000000,0.0
0 days 00:18:00.000000000,0.0
0 days 00:24:00.000000000,0.0
0 days 00:30:00.000000000,0.0
0 days 00:36:00.000000000,0.0
0 days 00:42:00.000000000,0.0
0 days 00:48:00.000000000,0.0
0 days 00:54:00.000000000,0.0
0 days 01:00:00.000000000,0.0
0 days 01:06:00.000000000,0.0
0 days 01:12:00.000000000,0.0
0 days 01:18:00.000000000,0.0
0 days 01:24:00.000000000,0.0
0 days 01:30:00.000000000,0.0
0 days 01:36:00.000000000,0.0
0 days 01:42:00.000000000,0.0
0 days 01:48:00.000000000,0.0
0 days 01:54:00.000000000,0.0
0 days 02:00:00.000000000,0.0
0 days 02:06:00.000000000,0.0
0 days 02:12:00.000000000,0.0
0 days 02:18:00.000000000,0.0
0 days 02:24:00.000000000,0.0
0 days 02:30:00.000000000,0.0
0 days 02:36:00.000000000,0.0
0 days 02:42:00.000000000,0.0
0 days 02:48:00.000000000,0.0
0 days 02:54:00.000000000,0.0
0 days 03:00:00.000000000,0.0
0 days 03:06:00.000000000,0.0
0 days 03:12:00.000000000,0.0
0 days 03:18:00.000000000,0.0
0 days 03:24:00.000000000,0.0
0 days 03:30:00.000000000,0.0
0 days 03:36:00.000000000,0.0
0 days 03:42:00.000000000,0.0
0 days 03:48:00.000000000,0.0
0 days 03:54:00.000000000,0.0
0 days 04:00:00.000000000,0.0
0 days 04:06:00.000000000,0.0
0 days 04:12:00.000000000,0.0
0 days 04:18:00.000000000,0.0
0 days 04:24:00.000000000,0.0
0 days 04:30:00.000000000,0.0
0 days 04:36:00.000000000,0.0
0 days 04:42:00.000000000,0.0
0 days 04:48:00.000000000,0.0
0 days 04:54:00.000000000,0.0
0 days 05:00:00.000000000,0.0
0 days 05:06:00.000000000,0.0
0 days 05:12:00.000000000,0.0
0 days 05:18:00.000000000,0.0
0 days 05:24:00.000000000,0.0
0 days 05:30:00.000000000,0.0
0 days 05:36:00.000000000,0.0
0 days 05:42:00.000000000,0.0
0 days 05:48:00.000000000,0.0
0 days 05:54:00.000000000,0.0
0 days 06:00:00.000000000,0.0
0 days 06:06:00.000000000,0.00980392156862745
0 days 06:12:00.000000000,0.0196078431372549
0 days 06:18:00.000000000,0.0196078431372549
0 days 06:24:00.000000000,0.00980392156862745
0 days 06:30:00.000000000,0.0196078431372549
0 days 06:36:00.000000000,0.0
0 days 06:42:00.000000000,0.00980392156862745
0 days 06:48:00.000000000,0.00980392156862745
0 days 06:54:00.000000000,0.0
0 days 07:00:00.000000000,0.0392156862745098
0 days 07:06:00.000000000,0.0
0 days 07:12:00.000000000,0.00980392156862745
0 days 07:18:00.000000000,0.00980392156862745
0 days 07:24:00.000000000,0.0
0 days 07:30:00.000000000,0.0
0 days 07:36:00.000000000,0.0
0 days 07:42:00.000000000,0.0196078431372549
0 days 07:48:00.000000000,0.0
0 days 07:54:00.000000000,0.0
