Time,Probs
0:00:00,0.0
0:12:00,0.0
0:24:00,0.0
0:36:00,0.0
0:48:00,0.0
1:00:00,0.00980392156862745
1:12:00,0.20588235294117646
1:24:00,0.06862745098039216
1:36:00,0.06862745098039216
1:48:00,0.0392156862745098
2:00:00,0.0392156862745098
2:12:00,0.0196078431372549
2:24:00,0.0392156862745098
2:36:00,0.00980392156862745
2:48:00,0.058823529411764705
3:00:00,0.0196078431372549
3:12:00,0.0392156862745098
3:24:00,0.0
3:36:00,0.0196078431372549
3:48:00,0.00980392156862745
4:00:00,0.0196078431372549
4:12:00,0.00980392156862745
4:24:00,0.00980392156862745
4:36:00,0.00980392156862745
4:48:00,0.0
5:00:00,0.0
5:12:00,0.00980392156862745
5:24:00,0.00980392156862745
5:36:00,0.0196078431372549
5:48:00,0.0196078431372549
6:00:00,0.00980392156862745
6:12:00,0.0
6:24:00,0.00980392156862745
6:36:00,0.00980392156862745
6:48:00,0.00980392156862745
7:00:00,0.0
7:12:00,0.0
7:24:00,0.0
7:36:00,0.0
7:48:00,0.0
8:00:00,0.0
8:12:00,0.0
8:24:00,0.0
8:36:00,0.0
8:48:00,0.0
9:00:00,0.0
9:12:00,0.00980392156862745
9:24:00,0.0196078431372549
9:36:00,0.0
9:48:00,0.00980392156862745
10:00:00,0.00980392156862745
10:12:00,0.0
10:24:00,0.0
10:36:00,0.00980392156862745
10:48:00,0.0
11:00:00,0.0
11:12:00,0.0
11:24:00,0.0
11:36:00,0.00980392156862745
11:48:00,0.00980392156862745
12:00:00,0.0196078431372549
12:12:00,0.0
12:24:00,0.00980392156862745
12:36:00,0.00980392156862745
12:48:00,0.00980392156862745
13:00:00,0.0196078431372549
13:12:00,0.0
13:24:00,0.0
13:36:00,0.0
13:48:00,0.0
14:00:00,0.0
14:12:00,0.0
14:24:00,0.0
14:36:00,0.0196078431372549
14:48:00,0.0
15:00:00,0.0
15:12:00,0.00980392156862745
15:24:00,0.0
15:36:00,0.0
15:48:00,0.00980392156862745
16:00:00,0.0
16:12:00,0.0
16:24:00,0.0
16:36:00,0.00980392156862745
16:48:00,0.0
17:00:00,0.00980392156862745
17:12:00,0.0
17:24:00,0.0
17:36:00,0.0
17:48:00,0.0
18:00:00,0.0
18:12:00,0.0
18:24:00,0.0
18:36:00,0.0
18:48:00,0.0
19:00:00,0.0
19:12:00,0.0
19:24:00,0.0
19:36:00,0.0
19:48:00,0.0
20:00:00,0.0
20:12:00,0.0
20:24:00,0.0
20:36:00,0.0
20:48:00,0.0
21:00:00,0.0
21:12:00,0.0
21:24:00,0.0
21:36:00,0.0
21:48:00,0.0
22:00:00,0.0
22:12:00,0.0
22:24:00,0.0
22:36:00,0.0
22:48:00,0.0
23:00:00,0.0
23:12:00,0.0
23:24:00,0.0
23:36:00,0.0
23:48:00,0.0
"1 day, 0:00:00",0.0
