Time,Probs
0 days 00:00:00.000000000,0.0
0 days 00:02:00.000000000,0.0
0 days 00:04:00.000000000,0.0
0 days 00:06:00.000000000,0.0
0 days 00:08:00.000000000,0.0
0 days 00:10:00.000000000,0.0
0 days 00:12:00.000000000,0.0
0 days 00:14:00.000000000,0.0
0 days 00:16:00.000000000,0.0
0 days 00:18:00.000000000,0.0
0 days 00:20:00.000000000,0.0
0 days 00:22:00.000000000,0.0
0 days 00:24:00.000000000,0.0
0 days 00:26:00.000000000,0.0
0 days 00:28:00.000000000,0.0
0 days 00:30:00.000000000,0.0
0 days 00:32:00.000000000,0.0
0 days 00:34:00.000000000,0.0
0 days 00:36:00.000000000,0.0
0 days 00:38:00.000000000,0.0
0 days 00:40:00.000000000,0.0
0 days 00:42:00.000000000,0.0
0 days 00:44:00.000000000,0.0
0 days 00:46:00.000000000,0.0
0 days 00:48:00.000000000,0.0
0 days 00:50:00.000000000,0.0
0 days 00:52:00.000000000,0.0
0 days 00:54:00.000000000,0.0
0 days 00:56:00.000000000,0.0
0 days 00:58:00.000000000,0.0
0 days 01:00:00.000000000,0.0
0 days 01:02:00.000000000,0.0
0 days 01:04:00.000000000,0.0
0 days 01:06:00.000000000,0.0
0 days 01:08:00.000000000,0.0
0 days 01:10:00.000000000,0.0
0 days 01:12:00.000000000,0.0
0 days 01:14:00.000000000,0.0
0 days 01:16:00.000000000,0.0
0 days 01:18:00.000000000,0.0
0 days 01:20:00.000000000,0.0
0 days 01:22:00.000000000,0.0
0 days 01:24:00.000000000,0.0
0 days 01:26:00.000000000,0.0
0 days 01:28:00.000000000,0.0
0 days 01:30:00.000000000,0.0
0 days 01:32:00.000000000,0.0
0 days 01:34:00.000000000,0.0
0 days 01:36:00.000000000,0.0
0 days 01:38:00.000000000,0.0
0 days 01:40:00.000000000,0.0
0 days 01:42:00.000000000,0.0
0 days 01:44:00.000000000,0.0
0 days 01:46:00.000000000,0.0
0 days 01:48:00.000000000,0.0
0 days 01:50:00.000000000,0.0
0 days 01:52:00.000000000,0.0
0 days 01:54:00.000000000,0.0
0 days 01:56:00.000000000,0.0
0 days 01:58:00.000000000,0.0
0 days 02:00:00.000000000,0.0
0 days 02:02:00.000000000,0.0
0 days 02:04:00.000000000,0.0
0 days 02:06:00.000000000,0.0
0 days 02:08:00.000000000,0.0
0 days 02:10:00.000000000,0.0
0 days 02:12:00.000000000,0.0
0 days 02:14:00.000000000,0.0
0 days 02:16:00.000000000,0.0
0 days 02:18:00.000000000,0.0
0 days 02:20:00.000000000,0.0
0 days 02:22:00.000000000,0.0
0 days 02:24:00.000000000,0.0
0 days 02:26:00.000000000,0.0
0 days 02:28:00.000000000,0.0
0 days 02:30:00.000000000,0.0
0 days 02:32:00.000000000,0.0
0 days 02:34:00.000000000,0.0
0 days 02:36:00.000000000,0.0
0 days 02:38:00.000000000,0.0
0 days 02:40:00.000000000,0.0
0 days 02:42:00.000000000,0.0
0 days 02:44:00.000000000,0.0
0 days 02:46:00.000000000,0.0
0 days 02:48:00.000000000,0.0
0 days 02:50:00.000000000,0.0
0 days 02:52:00.000000000,0.0
0 days 02:54:00.000000000,0.0
0 days 02:56:00.000000000,0.0
0 days 02:58:00.000000000,0.0
0 days 03:00:00.000000000,0.0
0 days 03:02:00.000000000,0.0
0 days 03:04:00.000000000,0.0
0 days 03:06:00.000000000,0.0
0 days 03:08:00.000000000,0.0
0 days 03:10:00.000000000,0.0
0 days 03:12:00.000000000,0.0
0 days 03:14:00.000000000,0.0
0 days 03:16:00.000000000,0.0
0 days 03:18:00.000000000,0.0
0 days 03:20:00.000000000,0.0
0 days 03:22:00.000000000,0.0
0 days 03:24:00.000000000,0.0
0 days 03:26:00.000000000,0.0
0 days 03:28:00.000000000,0.0
0 days 03:30:00.000000000,0.0
0 days 03:32:00.000000000,0.0
0 days 03:34:00.000000000,0.0
0 days 03:36:00.000000000,0.0
0 days 03:38:00.000000000,0.0
0 days 03:40:00.000000000,0.0
0 days 03:42:00.000000000,0.0
0 days 03:44:00.000000000,0.0
0 days 03:46:00.000000000,0.0
0 days 03:48:00.000000000,0.0
0 days 03:50:00.000000000,0.0
0 days 03:52:00.000000000,0.0
0 days 03:54:00.000000000,0.0
0 days 03:56:00.000000000,0.0
0 days 03:58:00.000000000,0.0
0 days 04:00:00.000000000,0.0
0 days 04:02:00.000000000,0.0
0 days 04:04:00.000000000,0.0
0 days 04:06:00.000000000,0.0
0 days 04:08:00.000000000,0.0
0 days 04:10:00.000000000,0.0
0 days 04:12:00.000000000,0.0
0 days 04:14:00.000000000,0.0
0 days 04:16:00.000000000,0.0
0 days 04:18:00.000000000,0.0
0 days 04:20:00.000000000,0.0
0 days 04:22:00.000000000,0.0
0 days 04:24:00.000000000,0.0
0 days 04:26:00.000000000,0.0
0 days 04:28:00.000000000,0.0
0 days 04:30:00.000000000,0.0
0 days 04:32:00.000000000,0.0
0 days 04:34:00.000000000,0.0
0 days 04:36:00.000000000,0.0
0 days 04:38:00.000000000,0.0
0 days 04:40:00.000000000,0.0
0 days 04:42:00.000000000,0.0
0 days 04:44:00.000000000,0.0
