Time,Probs
0 days 00:00:00.000000000,0.0
0 days 00:15:00.000000000,0.0
0 days 00:30:00.000000000,0.0
0 days 00:45:00.000000000,0.0
0 days 01:00:00.000000000,0.0
0 days 01:15:00.000000000,0.0
0 days 01:30:00.000000000,0.0
0 days 01:45:00.000000000,0.0
0 days 02:00:00.000000000,0.0
0 days 02:15:00.000000000,0.0
0 days 02:30:00.000000000,0.0
0 days 02:45:00.000000000,0.0
0 days 03:00:00.000000000,0.0
0 days 03:15:00.000000000,0.0
0 days 03:30:00.000000000,0.0
0 days 03:45:00.000000000,0.0
0 days 04:00:00.000000000,0.0
0 days 04:15:00.000000000,0.0
0 days 04:30:00.000000000,0.0
0 days 04:45:00.000000000,0.0
0 days 05:00:00.000000000,0.0
0 days 05:15:00.000000000,0.0
0 days 05:30:00.000000000,0.0
0 days 05:45:00.000000000,0.0
0 days 06:00:00.000000000,0.0
0 days 06:15:00.000000000,0.049019607843137254
0 days 06:30:00.000000000,0.029411764705882353
0 days 06:45:00.000000000,0.00980392156862745
0 days 07:00:00.000000000,0.049019607843137254
0 days 07:15:00.000000000,0.0196078431372549
0 days 07:30:00.000000000,0.0
0 days 07:45:00.000000000,0.0196078431372549
0 days 08:00:00.000000000,0.0
0 days 08:15:00.000000000,0.00980392156862745
0 days 08:30:00.000000000,0.0
0 days 08:45:00.000000000,0.0
0 days 09:00:00.000000000,0.00980392156862745
0 days 09:15:00.000000000,0.00980392156862745
0 days 09:30:00.000000000,0.0196078431372549
0 days 09:45:00.000000000,0.0
0 days 10:00:00.000000000,0.0
0 days 10:15:00.000000000,0.0
0 days 10:30:00.000000000,0.0196078431372549
0 days 10:45:00.000000000,0.0196078431372549
0 days 11:00:00.000000000,0.0
0 days 11:15:00.000000000,0.049019607843137254
0 days 11:30:00.000000000,0.0
0 days 11:45:00.000000000,0.0196078431372549
0 days 12:00:00.000000000,0.0196078431372549
0 days 12:15:00.000000000,0.00980392156862745
0 days 12:30:00.000000000,0.0196078431372549
0 days 12:45:00.000000000,0.00980392156862745
0 days 13:00:00.000000000,0.0196078431372549
0 days 13:15:00.000000000,0.00980392156862745
0 days 13:30:00.000000000,0.0196078431372549
0 days 13:45:00.000000000,0.00980392156862745
0 days 14:00:00.000000000,0.0
0 days 14:15:00.000000000,0.0
0 days 14:30:00.000000000,0.00980392156862745
0 days 14:45:00.000000000,0.00980392156862745
0 days 15:00:00.000000000,0.00980392156862745
0 days 15:15:00.000000000,0.0
0 days 15:30:00.000000000,0.029411764705882353
0 days 15:45:00.000000000,0.029411764705882353
0 days 16:00:00.000000000,0.0
0 days 16:15:00.000000000,0.0
0 days 16:30:00.000000000,0.00980392156862745
0 days 16:45:00.000000000,0.0
0 days 17:00:00.000000000,0.0196078431372549
0 days 17:15:00.000000000,0.0
0 days 17:30:00.000000000,0.00980392156862745
0 days 17:45:00.000000000,0.0
0 days 18:00:00.000000000,0.0196078431372549
0 days 18:15:00.000000000,0.029411764705882353
0 days 18:30:00.000000000,0.0392156862745098
0 days 18:45:00.000000000,0.00980392156862745
0 days 19:00:00.000000000,0.00980392156862745
0 days 19:15:00.000000000,0.029411764705882353
0 days 19:30:00.000000000,0.0196078431372549
0 days 19:45:00.000000000,0.00980392156862745
0 days 20:00:00.000000000,0.0392156862745098
0 days 20:15:00.000000000,0.0392156862745098
0 days 20:30:00.000000000,0.049019607843137254
0 days 20:45:00.000000000,0.0
0 days 21:00:00.000000000,0.0
0 days 21:15:00.000000000,0.0196078431372549
0 days 21:30:00.000000000,0.0196078431372549
0 days 21:45:00.000000000,0.00980392156862745
0 days 22:00:00.000000000,0.00980392156862745
0 days 22:15:00.000000000,0.0392156862745098
0 days 22:30:00.000000000,0.0
0 days 22:45:00.000000000,0.0196078431372549
0 days 23:00:00.000000000,0.0
0 days 23:15:00.000000000,0.0
0 days 23:30:00.000000000,0.0
0 days 23:45:00.000000000,0.00980392156862745
